Transaction_ID,Risk_Incident,Risk_Type,Incident_Severity,Error_Code
TXN02324,0,None,None,None
TXN02325,0,None,None,None
TXN02326,1,Error,Low,E002
TXN02327,0,None,None,None
TXN02328,0,None,None,None
TXN02329,0,None,None,None
TXN02330,0,None,None,None
TXN02331,0,None,None,None
TXN02332,0,None,None,None
TXN02333,0,None,None,None
TXN02334,0,None,None,None
TXN02335,0,None,None,None
TXN02336,0,None,None,None
TXN02337,0,None,None,None
TXN02338,0,None,None,None
TXN02339,0,None,None,None
TXN02340,0,None,None,None
TXN02341,0,None,None,None
TXN02342,0,None,None,None
TXN02343,0,None,None,None
TXN02344,0,None,None,None
TXN02345,1,Misstatement,Low,E002
TXN02346,0,None,None,None
TXN02347,0,None,None,None
TXN02348,0,None,None,None
TXN02349,0,None,None,None
TXN02350,0,None,None,None
TXN02351,0,None,None,None
TXN02352,1,Fraud,Low,M003
TXN02353,0,None,None,None
TXN02354,1,Error,Low,M003
TXN02355,0,None,None,None
TXN02356,0,None,None,None
TXN02357,1,Error,Medium,F001
TXN02358,0,None,None,None
TXN02359,0,None,None,None
TXN02360,0,None,None,None
TXN02361,0,None,None,None
TXN02362,0,None,None,None
TXN02363,0,None,None,None
TXN02364,0,None,None,None
TXN02365,0,None,None,None
TXN02366,0,None,None,None
TXN02367,0,None,None,None
TXN02368,0,None,None,None
TXN02369,0,None,None,None
TXN02370,0,None,None,None
TXN02371,0,None,None,None
TXN02372,0,None,None,None
TXN02373,0,None,None,None
TXN02374,0,None,None,None
TXN02375,0,None,None,None
TXN02376,0,None,None,None
TXN02377,0,None,None,None
TXN02378,0,None,None,None
TXN02379,0,None,None,None
TXN02380,0,None,None,None
TXN02381,0,None,None,None
TXN02382,1,Misstatement,Medium,M003
TXN02383,1,Error,High,E002
TXN02384,0,None,None,None
TXN02385,0,None,None,None
TXN02386,0,None,None,None
TXN02387,0,None,None,None
TXN02388,0,None,None,None
TXN02389,0,None,None,None
TXN02390,0,None,None,None
TXN02391,0,None,None,None
TXN02392,0,None,None,None
TXN02393,0,None,None,None
TXN02394,0,None,None,None
TXN02395,1,Fraud,Medium,E002
TXN02396,0,None,None,None
TXN02397,0,None,None,None
TXN02398,0,None,None,None
TXN02399,0,None,None,None
TXN02400,0,None,None,None
TXN02401,0,None,None,None
TXN02402,0,None,None,None
TXN02403,0,None,None,None
TXN02404,0,None,None,None
TXN02405,0,None,None,None
TXN02406,0,None,None,None
TXN02407,0,None,None,None
TXN02408,0,None,None,None
TXN02409,1,Misstatement,Medium,F001
TXN02410,0,None,None,None
TXN02411,0,None,None,None
TXN02412,0,None,None,None
TXN02413,0,None,None,None
TXN02414,0,None,None,None
TXN02415,0,None,None,None
TXN02416,1,Misstatement,Low,E002
TXN02417,0,None,None,None
TXN02418,0,None,None,None
TXN02419,0,None,None,None
TXN02420,0,None,None,None
TXN02421,0,None,None,None
TXN02422,0,None,None,None
TXN02423,0,None,None,None
TXN02424,0,None,None,None
TXN02425,0,None,None,None
TXN02426,1,Misstatement,High,F001
TXN02427,0,None,None,None
TXN02428,1,Error,Low,E002
TXN02429,0,None,None,None
TXN02430,1,Misstatement,Low,E002
TXN02431,0,None,None,None
TXN02432,0,None,None,None
TXN02433,1,Error,Medium,E002
TXN02434,0,None,None,None
TXN02435,1,Fraud,Medium,E002
TXN02436,0,None,None,None
TXN02437,0,None,None,None
TXN02438,0,None,None,None
TXN02439,0,None,None,None
TXN02440,0,None,None,None
TXN02441,0,None,None,None
TXN02442,0,None,None,None
TXN02443,0,None,None,None
TXN02444,0,None,None,None
TXN02445,0,None,None,None
TXN02446,0,None,None,None
TXN02447,0,None,None,None
TXN02448,0,None,None,None
TXN02449,0,None,None,None
TXN02450,0,None,None,None
TXN02451,0,None,None,None
TXN02452,1,Error,High,F001
TXN02453,0,None,None,None
TXN02454,0,None,None,None
TXN02455,0,None,None,None
TXN02456,0,None,None,None
TXN02457,0,None,None,None
TXN02458,0,None,None,None
TXN02459,0,None,None,None
TXN02460,0,None,None,None
TXN02461,1,Error,Low,M003
TXN02462,1,Misstatement,Medium,E002
TXN02463,0,None,None,None
TXN02464,0,None,None,None
TXN02465,0,None,None,None
TXN02466,0,None,None,None
TXN02467,0,None,None,None
TXN02468,0,None,None,None
TXN02469,0,None,None,None
TXN02470,0,None,None,None
TXN02471,0,None,None,None
TXN02472,1,Misstatement,Low,F001
TXN02473,1,Misstatement,Low,E002
TXN02474,0,None,None,None
TXN02475,0,None,None,None
TXN02476,1,Error,Low,M003
TXN02477,0,None,None,None
TXN02478,0,None,None,None
TXN02479,0,None,None,None
TXN02480,0,None,None,None
TXN02481,0,None,None,None
TXN02482,1,Error,Medium,E002
TXN02483,1,Fraud,Low,M003
TXN02484,0,None,None,None
TXN02485,0,None,None,None
TXN02486,1,Misstatement,Medium,F001
TXN02487,0,None,None,None
TXN02488,1,Error,Medium,E002
TXN02489,0,None,None,None
TXN02490,0,None,None,None
TXN02491,0,None,None,None
TXN02492,0,None,None,None
TXN02493,0,None,None,None
TXN02494,0,None,None,None
TXN02495,0,None,None,None
TXN02496,0,None,None,None
TXN02497,0,None,None,None
TXN02498,1,Misstatement,Low,F001
TXN02499,1,Fraud,High,E002
TXN02500,0,None,None,None
TXN02501,0,None,None,None
TXN02502,0,None,None,None
TXN02503,0,None,None,None
TXN02504,1,Error,Low,F001
TXN02505,0,None,None,None
TXN02506,0,None,None,None
TXN02507,1,Error,Medium,E002
TXN02508,0,None,None,None
TXN02509,0,None,None,None
TXN02510,1,Fraud,Medium,F001
TXN02511,0,None,None,None
TXN02512,1,Misstatement,High,M003
TXN02513,0,None,None,None
TXN02514,0,None,None,None
TXN02515,0,None,None,None
TXN02516,1,Error,Medium,E002
TXN02517,0,None,None,None
TXN02518,0,None,None,None
TXN02519,0,None,None,None
TXN02520,0,None,None,None
TXN02521,0,None,None,None
TXN02522,0,None,None,None
TXN02523,0,None,None,None
TXN02524,0,None,None,None
TXN02525,0,None,None,None
TXN02526,0,None,None,None
TXN02527,0,None,None,None
TXN02528,1,Error,Medium,F001
TXN02529,0,None,None,None
TXN02530,1,Error,Low,F001
TXN02531,0,None,None,None
TXN02532,0,None,None,None
TXN02533,0,None,None,None
TXN02534,0,None,None,None
TXN02535,0,None,None,None
TXN02536,0,None,None,None
TXN02537,0,None,None,None
TXN02538,0,None,None,None
TXN02539,0,None,None,None
TXN02540,0,None,None,None
TXN02541,0,None,None,None
TXN02542,0,None,None,None
TXN02543,0,None,None,None
TXN02544,0,None,None,None
TXN02545,0,None,None,None
TXN02546,0,None,None,None
TXN02547,0,None,None,None
TXN02548,0,None,None,None
TXN02549,0,None,None,None
TXN02550,0,None,None,None
TXN02551,0,None,None,None
TXN02552,0,None,None,None
TXN02553,0,None,None,None
TXN02554,1,Fraud,High,F001
TXN02555,0,None,None,None
TXN02556,1,Misstatement,Medium,F001
TXN02557,0,None,None,None
TXN02558,0,None,None,None
TXN02559,0,None,None,None
TXN02560,0,None,None,None
TXN02561,0,None,None,None
TXN02562,0,None,None,None
TXN02563,0,None,None,None
TXN02564,0,None,None,None
TXN02565,0,None,None,None
TXN02566,0,None,None,None
TXN02567,0,None,None,None
TXN02568,0,None,None,None
TXN02569,0,None,None,None
TXN02570,1,Error,Low,F001
TXN02571,0,None,None,None
TXN02572,1,Error,Medium,E002
TXN02573,0,None,None,None
TXN02574,0,None,None,None
TXN02575,0,None,None,None
TXN02576,0,None,None,None
TXN02577,1,Fraud,Low,M003
TXN02578,0,None,None,None
TXN02579,0,None,None,None
TXN02580,0,None,None,None
TXN02581,0,None,None,None
TXN02582,1,Fraud,Medium,M003
TXN02583,0,None,None,None
TXN02584,0,None,None,None
TXN02585,0,None,None,None
TXN02586,0,None,None,None
TXN02587,0,None,None,None
TXN02588,0,None,None,None
TXN02589,0,None,None,None
TXN02590,0,None,None,None
TXN02591,0,None,None,None
TXN02592,0,None,None,None
TXN02593,0,None,None,None
TXN02594,0,None,None,None
TXN02595,0,None,None,None
TXN02596,0,None,None,None
TXN02597,0,None,None,None
TXN02598,0,None,None,None
TXN02599,0,None,None,None
TXN02600,0,None,None,None
TXN02601,0,None,None,None
TXN02602,0,None,None,None
TXN02603,0,None,None,None
TXN02604,0,None,None,None
TXN02605,0,None,None,None
TXN02606,0,None,None,None
TXN02607,0,None,None,None
TXN02608,0,None,None,None
TXN02609,0,None,None,None
TXN02610,0,None,None,None
TXN02611,0,None,None,None
TXN02612,0,None,None,None
TXN02613,0,None,None,None
TXN02614,0,None,None,None
TXN02615,0,None,None,None
TXN02616,0,None,None,None
TXN02617,0,None,None,None
TXN02618,0,None,None,None
TXN02619,0,None,None,None
TXN02620,0,None,None,None
TXN02621,0,None,None,None
TXN02622,1,Error,Low,E002
TXN02623,0,None,None,None
TXN02624,1,Misstatement,High,M003
TXN02625,0,None,None,None
TXN02626,1,Misstatement,High,M003
TXN02627,0,None,None,None
TXN02628,0,None,None,None
TXN02629,0,None,None,None
TXN02630,0,None,None,None
TXN02631,0,None,None,None
TXN02632,0,None,None,None
TXN02633,0,None,None,None
TXN02634,0,None,None,None
TXN02635,0,None,None,None
TXN02636,0,None,None,None
TXN02637,1,Error,Low,F001
TXN02638,0,None,None,None
TXN02639,1,Error,Low,M003
TXN02640,0,None,None,None
TXN02641,0,None,None,None
TXN02642,0,None,None,None
TXN02643,0,None,None,None
TXN02644,0,None,None,None
TXN02645,0,None,None,None
TXN02646,0,None,None,None
TXN02647,1,Fraud,Low,F001
TXN02648,0,None,None,None
TXN02649,0,None,None,None
TXN02650,0,None,None,None
TXN02651,0,None,None,None
TXN02652,0,None,None,None
TXN02653,0,None,None,None
TXN02654,0,None,None,None
TXN02655,0,None,None,None
TXN02656,0,None,None,None
TXN02657,0,None,None,None
TXN02658,1,Misstatement,Low,M003
TXN02659,0,None,None,None
TXN02660,0,None,None,None
TXN02661,0,None,None,None
TXN02662,1,Misstatement,Medium,F001
TXN02663,0,None,None,None
TXN02664,0,None,None,None
TXN02665,0,None,None,None
TXN02666,0,None,None,None
TXN02667,0,None,None,None
TXN02668,0,None,None,None
TXN02669,0,None,None,None
TXN02670,0,None,None,None
TXN02671,0,None,None,None
TXN02672,0,None,None,None
TXN02673,0,None,None,None
TXN02674,0,None,None,None
TXN02675,1,Fraud,Medium,E002
TXN02676,0,None,None,None
TXN02677,0,None,None,None
TXN02678,0,None,None,None
TXN02679,0,None,None,None
TXN02680,0,None,None,None
TXN02681,0,None,None,None
TXN02682,0,None,None,None
TXN02683,0,None,None,None
TXN02684,0,None,None,None
TXN02685,0,None,None,None
TXN02686,0,None,None,None
TXN02687,0,None,None,None
TXN02688,0,None,None,None
TXN02689,0,None,None,None
TXN02690,0,None,None,None
TXN02691,0,None,None,None
TXN02692,0,None,None,None
TXN02693,0,None,None,None
TXN02694,0,None,None,None
TXN02695,1,Error,Low,M003
TXN02696,0,None,None,None
TXN02697,0,None,None,None
TXN02698,0,None,None,None
TXN02699,0,None,None,None
TXN02700,0,None,None,None
TXN02701,0,None,None,None
TXN02702,1,Fraud,High,E002
TXN02703,0,None,None,None
TXN02704,0,None,None,None
TXN02705,0,None,None,None
TXN02706,0,None,None,None
TXN02707,0,None,None,None
TXN02708,0,None,None,None
TXN02709,0,None,None,None
TXN02710,0,None,None,None
TXN02711,0,None,None,None
TXN02712,0,None,None,None
TXN02713,0,None,None,None
TXN02714,0,None,None,None
TXN02715,0,None,None,None
TXN02716,0,None,None,None
TXN02717,0,None,None,None
TXN02718,1,Misstatement,Low,M003
TXN02719,0,None,None,None
TXN02720,0,None,None,None
TXN02721,1,Misstatement,Low,F001
TXN02722,0,None,None,None
TXN02723,0,None,None,None
TXN02724,0,None,None,None
TXN02725,0,None,None,None
TXN02726,0,None,None,None
TXN02727,0,None,None,None
TXN02728,0,None,None,None
TXN02729,0,None,None,None
TXN02730,0,None,None,None
TXN02731,0,None,None,None
TXN02732,0,None,None,None
TXN02733,0,None,None,None
TXN02734,1,Fraud,High,F001
TXN02735,1,Error,Low,E002
TXN02736,0,None,None,None
TXN02737,1,Fraud,High,E002
TXN02738,0,None,None,None
TXN02739,1,Fraud,Low,M003
TXN02740,0,None,None,None
TXN02741,0,None,None,None
TXN02742,0,None,None,None
TXN02743,0,None,None,None
TXN02744,0,None,None,None
TXN02745,0,None,None,None
TXN02746,0,None,None,None
TXN02747,0,None,None,None
TXN02748,0,None,None,None
TXN02749,0,None,None,None
TXN02750,0,None,None,None
TXN02751,0,None,None,None
TXN02752,0,None,None,None
TXN02753,0,None,None,None
TXN02754,0,None,None,None
TXN02755,1,Misstatement,Low,E002
TXN02756,0,None,None,None
TXN02757,0,None,None,None
TXN02758,1,Misstatement,Medium,E002
TXN02759,0,None,None,None
TXN02760,0,None,None,None
TXN02761,0,None,None,None
TXN02762,0,None,None,None
TXN02763,0,None,None,None
TXN02764,0,None,None,None
TXN02765,0,None,None,None
TXN02766,1,Error,Low,F001
TXN02767,0,None,None,None
TXN02768,0,None,None,None
TXN02769,0,None,None,None
TXN02770,0,None,None,None
TXN02771,0,None,None,None
TXN02772,0,None,None,None
TXN02773,0,None,None,None
TXN02774,0,None,None,None
TXN02775,0,None,None,None
TXN02776,0,None,None,None
TXN02777,0,None,None,None
TXN02778,0,None,None,None
TXN02779,0,None,None,None
TXN02780,0,None,None,None
TXN02781,0,None,None,None
TXN02782,0,None,None,None
TXN02783,1,Misstatement,Medium,E002
TXN02784,0,None,None,None
TXN02785,1,Fraud,Low,M003
TXN02786,0,None,None,None
TXN02787,1,Fraud,Low,M003
TXN02788,0,None,None,None
TXN02789,1,Misstatement,High,M003
TXN02790,1,Error,Medium,E002
TXN02791,0,None,None,None
TXN02792,1,Misstatement,High,E002
TXN02793,0,None,None,None
TXN02794,0,None,None,None
TXN02795,0,None,None,None
TXN02796,0,None,None,None
TXN02797,0,None,None,None
TXN02798,0,None,None,None
TXN02799,1,Fraud,High,E002
TXN02800,0,None,None,None
TXN02801,0,None,None,None
TXN02802,1,Misstatement,Low,E002
TXN02803,1,Fraud,Low,M003
TXN02804,1,Fraud,Low,M003
TXN02805,0,None,None,None
TXN02806,1,Misstatement,Medium,M003
TXN02807,0,None,None,None
TXN02808,0,None,None,None
TXN02809,0,None,None,None
TXN02810,0,None,None,None
TXN02811,0,None,None,None
TXN02812,0,None,None,None
TXN02813,0,None,None,None
TXN02814,0,None,None,None
TXN02815,0,None,None,None
TXN02816,0,None,None,None
TXN02817,0,None,None,None
TXN02818,0,None,None,None
TXN02819,0,None,None,None
TXN02820,0,None,None,None
TXN02821,1,Fraud,Low,M003
TXN02822,0,None,None,None
TXN02823,0,None,None,None
TXN02824,0,None,None,None
TXN02825,0,None,None,None
TXN02826,0,None,None,None
TXN02827,0,None,None,None
TXN02828,0,None,None,None
TXN02829,0,None,None,None
TXN02830,0,None,None,None
TXN02831,0,None,None,None
TXN02832,0,None,None,None
TXN02833,0,None,None,None
TXN02834,0,None,None,None
TXN02835,0,None,None,None
TXN02836,1,Error,Low,F001
TXN02837,1,Fraud,Low,M003
TXN02838,0,None,None,None
TXN02839,0,None,None,None
TXN02840,0,None,None,None
TXN02841,0,None,None,None
TXN02842,0,None,None,None
TXN02843,1,Misstatement,High,E002
TXN02844,1,Misstatement,Medium,M003
TXN02845,0,None,None,None
TXN02846,0,None,None,None
TXN02847,0,None,None,None
TXN02848,0,None,None,None
TXN02849,0,None,None,None
TXN02850,0,None,None,None
TXN02851,0,None,None,None
TXN02852,0,None,None,None
TXN02853,0,None,None,None
TXN02854,1,Fraud,Medium,E002
TXN02855,0,None,None,None
TXN02856,0,None,None,None
TXN02857,0,None,None,None
TXN02858,0,None,None,None
TXN02859,0,None,None,None
TXN02860,0,None,None,None
TXN02861,1,Misstatement,Low,M003
TXN02862,0,None,None,None
TXN02863,1,Error,High,M003
TXN02864,0,None,None,None
TXN02865,0,None,None,None
TXN02866,0,None,None,None
TXN02867,0,None,None,None
TXN02868,0,None,None,None
TXN02869,0,None,None,None
TXN02870,0,None,None,None
TXN02871,1,Misstatement,Medium,E002
TXN02872,1,Fraud,Medium,M003
TXN02873,1,Misstatement,High,F001
TXN02874,0,None,None,None
TXN02875,0,None,None,None
TXN02876,0,None,None,None
TXN02877,0,None,None,None
TXN02878,0,None,None,None
TXN02879,0,None,None,None
TXN02880,0,None,None,None
TXN02881,0,None,None,None
TXN02882,1,Fraud,Low,M003
TXN02883,0,None,None,None
TXN02884,0,None,None,None
TXN02885,0,None,None,None
TXN02886,1,Misstatement,High,F001
TXN02887,0,None,None,None
TXN02888,0,None,None,None
TXN02889,0,None,None,None
TXN02890,0,None,None,None
TXN02891,0,None,None,None
TXN02892,0,None,None,None
TXN02893,0,None,None,None
TXN02894,0,None,None,None
TXN02895,0,None,None,None
TXN02896,1,Error,Medium,E002
TXN02897,0,None,None,None
TXN02898,0,None,None,None
TXN02899,0,None,None,None
TXN02900,0,None,None,None
TXN02901,0,None,None,None
TXN02902,0,None,None,None
TXN02903,0,None,None,None
TXN02904,0,None,None,None
TXN02905,0,None,None,None
TXN02906,0,None,None,None
TXN02907,1,Fraud,Low,F001
TXN02908,0,None,None,None
TXN02909,0,None,None,None
TXN02910,0,None,None,None
TXN02911,0,None,None,None
TXN02912,0,None,None,None
TXN02913,0,None,None,None
TXN02914,1,Fraud,High,E002
TXN02915,0,None,None,None
TXN02916,0,None,None,None
TXN02917,0,None,None,None
TXN02918,0,None,None,None
TXN02919,0,None,None,None
TXN02920,0,None,None,None
TXN02921,0,None,None,None
TXN02922,0,None,None,None
TXN02923,0,None,None,None
TXN02924,0,None,None,None
TXN02925,0,None,None,None
TXN02926,1,Fraud,Medium,E002
TXN02927,0,None,None,None
TXN02928,1,Fraud,High,F001
TXN02929,0,None,None,None
TXN02930,0,None,None,None
TXN02931,0,None,None,None
TXN02932,0,None,None,None
TXN02933,0,None,None,None
TXN02934,0,None,None,None
TXN02935,0,None,None,None
TXN02936,0,None,None,None
TXN02937,0,None,None,None
TXN02938,0,None,None,None
TXN02939,1,Error,Low,M003
TXN02940,0,None,None,None
TXN02941,0,None,None,None
TXN02942,0,None,None,None
TXN02943,0,None,None,None
TXN02944,0,None,None,None
TXN02945,0,None,None,None
TXN02946,0,None,None,None
TXN02947,0,None,None,None
TXN02948,0,None,None,None
TXN02949,0,None,None,None
TXN02950,1,Misstatement,Medium,M003
TXN02951,0,None,None,None
TXN02952,0,None,None,None
TXN02953,0,None,None,None
TXN02954,0,None,None,None
TXN02955,1,Error,Medium,E002
TXN02956,0,None,None,None
TXN02957,0,None,None,None
TXN02958,1,Misstatement,Low,M003
TXN02959,0,None,None,None
TXN02960,0,None,None,None
TXN02961,0,None,None,None
TXN02962,0,None,None,None
TXN02963,0,None,None,None
TXN02964,1,Fraud,Low,F001
TXN02965,1,Misstatement,Medium,F001
TXN02966,0,None,None,None
TXN02967,0,None,None,None
TXN02968,0,None,None,None
TXN02969,1,Fraud,Low,M003
TXN02970,0,None,None,None
TXN02971,0,None,None,None
TXN02972,0,None,None,None
TXN02973,0,None,None,None
TXN02974,0,None,None,None
TXN02975,0,None,None,None
TXN02976,0,None,None,None
TXN02977,0,None,None,None
TXN02978,0,None,None,None
TXN02979,0,None,None,None
TXN02980,1,Error,High,M003
TXN02981,0,None,None,None
TXN02982,0,None,None,None
TXN02983,0,None,None,None
TXN02984,0,None,None,None
TXN02985,0,None,None,None
TXN02986,1,Misstatement,Medium,F001
TXN02987,0,None,None,None
TXN02988,0,None,None,None
TXN02989,0,None,None,None
TXN02990,1,Misstatement,High,F001
TXN02991,0,None,None,None
TXN02992,0,None,None,None
TXN02993,0,None,None,None
TXN02994,0,None,None,None
TXN02995,0,None,None,None
TXN02996,1,Misstatement,High,F001
TXN02997,0,None,None,None
TXN02998,0,None,None,None
TXN02999,0,None,None,None
TXN03000,1,Misstatement,High,E002
TXN03001,0,None,None,None
TXN03002,0,None,None,None
TXN03003,0,None,None,None
TXN03004,0,None,None,None
TXN03005,0,None,None,None
TXN03006,0,None,None,None
TXN03007,1,Error,High,F001
TXN03008,0,None,None,None
TXN03009,0,None,None,None
TXN03010,0,None,None,None
TXN03011,0,None,None,None
TXN03012,0,None,None,None
TXN03013,0,None,None,None
TXN03014,0,None,None,None
TXN03015,0,None,None,None
TXN03016,0,None,None,None
TXN03017,0,None,None,None
TXN03018,0,None,None,None
TXN03019,0,None,None,None
TXN03020,0,None,None,None
TXN03021,0,None,None,None
TXN03022,0,None,None,None
TXN03023,0,None,None,None
TXN03024,0,None,None,None
TXN03025,0,None,None,None
TXN03026,0,None,None,None
TXN03027,1,Error,High,M003
TXN03028,0,None,None,None
TXN03029,0,None,None,None
TXN03030,0,None,None,None
TXN03031,0,None,None,None
TXN03032,0,None,None,None
TXN03033,0,None,None,None
TXN03034,0,None,None,None
TXN03035,0,None,None,None
TXN03036,0,None,None,None
TXN03037,0,None,None,None
TXN03038,1,Error,Medium,F001
TXN03039,0,None,None,None
TXN03040,0,None,None,None
TXN03041,0,None,None,None
TXN03042,1,Error,Medium,M003
TXN03043,0,None,None,None
TXN03044,0,None,None,None
TXN03045,0,None,None,None
TXN03046,0,None,None,None
TXN03047,0,None,None,None
TXN03048,0,None,None,None
TXN03049,0,None,None,None
TXN03050,0,None,None,None
TXN03051,0,None,None,None
TXN03052,0,None,None,None
TXN03053,0,None,None,None
TXN03054,0,None,None,None
TXN03055,0,None,None,None
TXN03056,1,Fraud,High,M003
TXN03057,0,None,None,None
TXN03058,0,None,None,None
TXN03059,0,None,None,None
TXN03060,1,Fraud,Low,M003
TXN03061,0,None,None,None
TXN03062,0,None,None,None
TXN03063,0,None,None,None
TXN03064,0,None,None,None
TXN03065,0,None,None,None
TXN03066,0,None,None,None
TXN03067,0,None,None,None
TXN03068,1,Error,Medium,F001
TXN03069,0,None,None,None
TXN03070,0,None,None,None
TXN03071,0,None,None,None
TXN03072,0,None,None,None
TXN03073,0,None,None,None
TXN03074,0,None,None,None
TXN03075,0,None,None,None
TXN03076,1,Misstatement,High,F001
TXN03077,1,Misstatement,Low,M003
TXN03078,0,None,None,None
TXN03079,0,None,None,None
TXN03080,1,Error,High,M003
TXN03081,0,None,None,None
TXN03082,1,Fraud,Medium,M003
TXN03083,0,None,None,None
TXN03084,0,None,None,None
TXN03085,0,None,None,None
TXN03086,0,None,None,None
TXN03087,0,None,None,None
TXN03088,0,None,None,None
TXN03089,0,None,None,None
TXN03090,0,None,None,None
TXN03091,0,None,None,None
TXN03092,1,Misstatement,Medium,F001
TXN03093,0,None,None,None
TXN03094,0,None,None,None
TXN03095,0,None,None,None
TXN03096,0,None,None,None
TXN03097,1,Error,Medium,M003
TXN03098,0,None,None,None
TXN03099,0,None,None,None
TXN03100,0,None,None,None
TXN03101,0,None,None,None
TXN03102,0,None,None,None
TXN03103,1,Misstatement,Low,F001
TXN03104,0,None,None,None
TXN03105,0,None,None,None
TXN03106,0,None,None,None
TXN03107,0,None,None,None
TXN03108,0,None,None,None
TXN03109,0,None,None,None
TXN03110,0,None,None,None
TXN03111,0,None,None,None
TXN03112,0,None,None,None
TXN03113,0,None,None,None
TXN03114,0,None,None,None
TXN03115,0,None,None,None
TXN03116,1,Fraud,Medium,M003
TXN03117,0,None,None,None
TXN03118,0,None,None,None
TXN03119,0,None,None,None
TXN03120,0,None,None,None
TXN03121,0,None,None,None
TXN03122,0,None,None,None
TXN03123,0,None,None,None
TXN03124,0,None,None,None
TXN03125,0,None,None,None
TXN03126,0,None,None,None
TXN03127,0,None,None,None
TXN03128,0,None,None,None
TXN03129,1,Fraud,Medium,E002
TXN03130,0,None,None,None
TXN03131,0,None,None,None
TXN03132,0,None,None,None
TXN03133,1,Fraud,High,M003
TXN03134,0,None,None,None
TXN03135,0,None,None,None
TXN03136,0,None,None,None
TXN03137,0,None,None,None
TXN03138,0,None,None,None
TXN03139,0,None,None,None
TXN03140,0,None,None,None
TXN03141,0,None,None,None
TXN03142,1,Misstatement,Low,F001
TXN03143,0,None,None,None
TXN03144,0,None,None,None
TXN03145,0,None,None,None
TXN03146,0,None,None,None
TXN03147,1,Error,Medium,E002
TXN03148,0,None,None,None
TXN03149,0,None,None,None
TXN03150,0,None,None,None
TXN03151,0,None,None,None
TXN03152,0,None,None,None
TXN03153,0,None,None,None
TXN03154,0,None,None,None
TXN03155,0,None,None,None
TXN03156,0,None,None,None
TXN03157,1,Error,High,M003
TXN03158,0,None,None,None
TXN03159,0,None,None,None
TXN03160,0,None,None,None
TXN03161,0,None,None,None
TXN03162,0,None,None,None
TXN03163,0,None,None,None
TXN03164,0,None,None,None
TXN03165,0,None,None,None
TXN03166,0,None,None,None
TXN03167,1,Misstatement,Low,E002
TXN03168,0,None,None,None
TXN03169,0,None,None,None
TXN03170,0,None,None,None
TXN03171,0,None,None,None
TXN03172,0,None,None,None
TXN03173,0,None,None,None
TXN03174,0,None,None,None
TXN03175,0,None,None,None
TXN03176,0,None,None,None
TXN03177,0,None,None,None
TXN03178,1,Misstatement,High,E002
TXN03179,0,None,None,None
TXN03180,0,None,None,None
TXN03181,0,None,None,None
TXN03182,0,None,None,None
TXN03183,0,None,None,None
TXN03184,0,None,None,None
TXN03185,0,None,None,None
TXN03186,0,None,None,None
TXN03187,0,None,None,None
TXN03188,0,None,None,None
TXN03189,0,None,None,None
TXN03190,0,None,None,None
TXN03191,0,None,None,None
TXN03192,1,Misstatement,High,E002
TXN03193,1,Misstatement,High,M003
TXN03194,0,None,None,None
TXN03195,0,None,None,None
TXN03196,0,None,None,None
TXN03197,1,Error,Medium,F001
TXN03198,1,Error,Low,E002
TXN03199,0,None,None,None
TXN03200,0,None,None,None
TXN03201,0,None,None,None
TXN03202,0,None,None,None
TXN03203,0,None,None,None
TXN03204,1,Error,High,M003
TXN03205,0,None,None,None
TXN03206,0,None,None,None
TXN03207,1,Fraud,Low,M003
TXN03208,0,None,None,None
TXN03209,0,None,None,None
TXN03210,0,None,None,None
TXN03211,0,None,None,None
TXN03212,0,None,None,None
TXN03213,0,None,None,None
TXN03214,0,None,None,None
TXN03215,0,None,None,None
TXN03216,0,None,None,None
TXN03217,0,None,None,None
TXN03218,0,None,None,None
TXN03219,0,None,None,None
TXN03220,0,None,None,None
TXN03221,0,None,None,None
TXN03222,0,None,None,None
TXN03223,0,None,None,None
TXN03224,0,None,None,None
TXN03225,0,None,None,None
TXN03226,1,Error,Medium,E002
TXN03227,0,None,None,None
TXN03228,0,None,None,None
TXN03229,0,None,None,None
TXN03230,0,None,None,None
TXN03231,0,None,None,None
TXN03232,0,None,None,None
TXN03233,0,None,None,None
TXN03234,0,None,None,None
TXN03235,0,None,None,None
TXN03236,0,None,None,None
TXN03237,0,None,None,None
TXN03238,1,Error,High,E002
TXN03239,0,None,None,None
TXN03240,0,None,None,None
TXN03241,0,None,None,None
TXN03242,0,None,None,None
TXN03243,0,None,None,None
TXN03244,0,None,None,None
TXN03245,0,None,None,None
TXN03246,0,None,None,None
TXN03247,0,None,None,None
TXN03248,0,None,None,None
TXN03249,1,Fraud,High,E002
TXN03250,0,None,None,None
TXN03251,0,None,None,None
TXN03252,0,None,None,None
TXN03253,0,None,None,None
TXN03254,0,None,None,None
TXN03255,0,None,None,None
TXN03256,0,None,None,None
TXN03257,0,None,None,None
TXN03258,0,None,None,None
TXN03259,0,None,None,None
TXN03260,1,Misstatement,High,E002
TXN03261,0,None,None,None
TXN03262,0,None,None,None
TXN03263,0,None,None,None
TXN03264,0,None,None,None
TXN03265,0,None,None,None
TXN03266,0,None,None,None
TXN03267,0,None,None,None
TXN03268,0,None,None,None
TXN03269,0,None,None,None
TXN03270,0,None,None,None
TXN03271,0,None,None,None
TXN03272,0,None,None,None
TXN03273,0,None,None,None
TXN03274,0,None,None,None
TXN03275,0,None,None,None
