User_ID,System_Latency,Login_Frequency,Failed_Attempts,IP_Region
U007,178.52,9,0,SI
U050,287.95,1,0,AO
U163,127.8,8,5,LY
U259,226.04,10,2,ZA
U466,204.65,6,1,ML
U076,359.01,7,2,FJ
U164,126.82,6,0,SG
U193,235.32,4,5,EE
U133,294.99,1,3,ER
U322,454.56,1,3,PS
U448,162.69,1,1,BZ
U025,431.99,3,4,BY
U103,478.72,3,1,SD
U339,192.01,8,3,UY
U263,345.31,6,3,BH
U106,104.57,1,3,AM
U455,482.53,10,2,TT
U236,405.15,4,4,JP
U450,243.16,7,3,CU
U477,339.77,1,1,ZA
U032,154.26,5,3,HU
U478,379.27,8,3,NG
U497,439.71,1,3,NA
U175,116.71,10,0,EG
U221,361.39,3,5,ME
U401,492.67,9,4,CI
U088,175.28,1,4,AL
U152,340.04,4,5,TG
U433,323.54,4,2,LK
U203,287.2,8,3,PY
U343,194.7,2,0,JM
U198,381.93,5,2,GN
U477,112.08,3,1,DM
U011,133.63,2,5,AZ
U244,347.76,4,2,BH
U444,340.96,8,3,SG
U279,434.31,5,5,GA
U196,221.83,8,2,TG
U409,491.31,3,5,SA
U160,208.93,8,3,SV
U047,295.78,10,2,VE
U310,368.78,4,0,RS
U305,361.68,10,4,SK
U166,442.49,3,3,ES
U240,114.78,3,4,PA
U003,404.34,7,1,CM
U166,481.11,9,2,JP
U496,115.94,10,5,KM
U223,493.17,5,5,BH
U022,283.53,10,4,ER
U244,127.14,6,3,SA
U175,224.01,5,5,DE
U110,429.15,3,4,SR
U339,255.74,8,4,MX
U352,444.08,7,3,BS
U074,329.99,3,0,SB
U320,478.32,10,3,RW
U482,193.21,4,5,FJ
U226,253.98,4,2,CG
U440,411.92,7,3,LY
U138,112.53,10,1,MV
U260,180.23,9,4,DE
U056,374.87,4,1,NO
U116,108.49,3,4,AZ
U247,288.06,5,0,KR
U279,463.41,1,3,GE
U100,260.59,8,3,ET
U175,461.58,3,1,LK
U031,391.72,9,3,CU
U363,138.63,2,0,BD
U192,120.47,10,2,CA
U099,446.1,6,1,AG
U390,108.07,10,4,ZA
U486,424.14,9,0,FI
U220,382.3,2,4,BG
U352,298.77,7,0,WS
U080,453.46,2,0,MH
U437,271.73,9,0,MX
U114,355.65,1,0,TL
U347,456.16,10,0,MC
U208,112.68,9,3,MT
U223,442.19,1,5,UZ
U304,464.76,10,3,HN
U117,422.05,9,4,GA
U018,459.14,9,1,BB
U154,301.14,1,0,LK
U425,417.2,5,4,IE
U038,282.53,1,1,ER
U137,281.57,10,5,AM
U456,127.34,4,3,LS
U160,387.56,4,1,MV
U200,481.16,7,3,MX
U482,330.47,3,5,CG
U457,140.35,8,2,SZ
U421,228.11,3,0,DZ
U127,285.04,5,4,KG
U474,192.64,5,4,NE
U117,198.9,6,3,BE
U500,405.28,3,5,OM
U172,147.49,3,5,MX
U258,205.48,8,0,GQ
U066,443.6,6,1,IL
U092,275.86,10,1,AE
U140,322.37,5,1,LB
U182,385.55,3,2,SL
U363,279.7,7,0,PT
U396,465.16,8,5,EE
U405,476.36,4,4,DJ
U170,254.01,3,0,NE
U040,423.69,8,4,GT
U282,377.7,3,1,PT
U089,319.69,3,1,NR
U255,126.67,3,4,FJ
U039,487.52,2,5,IL
U072,436.41,6,1,IQ
U459,334.74,6,1,PE
U245,147.07,4,3,BR
U205,439.8,3,2,PG
U481,403.26,6,5,TG
U011,349.52,1,2,TW
U011,439.15,2,2,NP
U282,303.56,7,2,IE
U250,464.72,10,5,LU
U342,165.84,10,5,VU
U451,330.98,4,2,HT
U087,369.51,3,5,CG
U307,125.59,10,2,PK
U422,451.67,8,2,VC
U255,110.33,5,3,PK
U406,311.93,6,1,KE
U330,139.97,2,3,SV
U299,378.28,2,4,MC
U347,370.95,7,3,KH
U063,324.1,6,5,CG
U047,233.89,2,4,BI
U264,247.16,7,1,BY
U141,286.08,1,2,RU
U476,190.76,9,2,HT
U270,382.46,7,3,MV
U052,211.24,3,5,VU
U203,282.29,5,5,UA
U433,266.53,10,5,KI
U099,149.59,6,3,DM
U494,228.35,2,0,ZM
U436,326.19,4,3,NP
U267,488.38,4,2,MW
U415,108.72,10,0,MT
U432,428.63,7,3,CR
U406,274.08,7,3,NZ
U466,348.9,1,4,VC
U122,202.18,6,3,MM
U014,318.97,8,3,FJ
U366,468.79,6,4,AU
U004,138.19,3,4,RO
U337,399.89,10,5,EC
U424,100.91,7,2,BO
U082,123.64,7,1,CH
U259,393.69,5,0,HR
U110,114.48,8,5,ML
U478,277.83,2,3,SE
U261,264.12,2,0,CG
U201,159.6,9,1,GQ
U144,409.69,2,3,BB
U167,497.94,4,3,BT
U400,120.37,3,4,SO
U261,269.12,1,4,ZW
U157,487.6,8,1,CG
U440,116.14,3,1,ES
U149,407.49,4,3,PW
U111,342.91,10,3,KG
U446,163.56,2,0,FM
U017,264.45,10,4,CA
U028,396.23,2,1,LT
U108,170.59,9,2,SI
U311,324.73,5,5,AF
U171,364.69,7,4,HN
U117,232.08,6,1,MW
U419,416.81,6,0,MW
U350,161.55,1,4,GY
U338,469.57,7,3,NL
U129,397.06,4,4,CF
U471,203.45,7,3,SI
U482,335.48,10,4,LA
U377,294.17,9,0,IT
U469,429.13,6,4,CN
U258,339.68,2,0,HU
U406,458.45,7,1,TJ
U041,249.93,8,4,AM
U089,418.78,7,0,EG
U275,356.83,6,1,MN
U244,338.62,6,0,TV
U103,375.86,10,1,KE
U251,424.98,10,3,KR
U315,263.15,10,1,SE
U066,429.6,2,2,SO
U410,228.68,10,5,GN
U097,210.34,7,4,CA
U435,393.11,7,0,LR
U463,246.49,10,2,YE
U432,460.53,8,3,BI
U298,284.58,7,3,US
U185,324.12,1,0,PH
U141,491.35,3,0,TO
U357,366.8,3,1,SE
U301,390.82,4,3,GW
U391,481.9,7,1,CR
U336,293.73,5,1,DO
U051,126.77,5,5,OM
U183,123.94,10,2,DK
U419,380.34,10,5,VE
U389,175.01,6,0,MW
U424,334.79,2,4,BB
U292,378.34,5,1,BW
U311,241.84,4,1,TN
U286,385.58,8,2,AM
U281,122.06,1,3,MG
U431,272.07,5,1,GE
U074,422.63,4,4,PT
U329,283.84,5,2,MN
U409,323.3,3,2,EE
U226,178.02,5,1,CF
U166,260.52,10,3,GD
U215,407.14,2,5,RO
U135,142.73,7,1,KG
U063,215.79,3,4,SO
U095,189.76,7,1,GE
U058,108.01,4,4,IE
U261,124.51,2,2,VE
U116,469.89,8,0,HT
U248,240.08,8,5,TL
U317,481.64,8,0,MM
U126,123.55,5,1,BW
U492,217.41,5,2,KH
U238,180.39,3,5,MN
U084,139.84,3,1,SY
U330,372.83,3,0,MR
U101,438.69,2,0,KW
U380,285.94,3,2,AE
U242,159.06,5,1,CD
U149,410.56,3,1,RS
U156,100.24,2,0,PY
U461,144.2,10,4,CF
U053,162.3,8,0,KG
U241,279.15,4,4,JP
U093,497.15,9,1,NP
U281,393.99,2,4,LY
U473,287.49,10,5,ET
U274,275.63,1,0,QA
U217,185.2,4,1,CH
U232,482.99,5,2,NR
U494,103.71,8,3,SA
U011,449.34,4,4,ZW
U146,404.43,2,3,PS
U248,171.38,8,5,LU
U429,378.52,6,3,PH
U339,162.91,2,3,MY
U222,388.28,1,5,RO
U476,466.71,3,3,MN
U173,375.02,10,4,AD
U189,184.26,6,1,ET
U178,319.1,9,0,UG
U235,140.28,4,1,IT
U330,463.38,9,0,BG
U468,262.88,6,3,IS
U225,259.06,1,1,VA
U074,473.17,9,4,EE
U194,167.18,4,5,GB
U124,453.53,4,2,MU
U185,113.86,3,0,LA
U403,395.3,8,4,CY
U166,224.8,2,4,DO
U005,480.3,1,1,ST
U162,258.51,5,3,MU
U336,493.61,6,2,SL
U111,192.85,4,0,MA
U156,126.7,6,1,AO
U488,304.11,2,3,ME
U155,498.24,4,3,AR
U058,209.08,6,5,TG
U140,293,7,4,LU
U140,234.19,4,2,TW
U031,121.67,5,4,LY
U006,213.1,4,0,JM
U064,422.76,2,2,BH
U231,495.53,8,5,NE
U327,304.95,2,5,RS
U019,492.43,10,0,VA
U406,117.92,2,5,RS
U278,181.67,7,4,AU
U144,348.14,4,5,PE
U312,256.31,4,3,TD
U125,463.22,6,3,QA
U013,228.11,5,4,YE
U470,418.22,8,4,PS
U420,240.37,2,0,WS
U142,365.25,6,4,UZ
U407,173.91,5,2,GY
U321,464.11,4,2,DJ
U482,195.02,4,0,CF
U221,111.8,9,4,CL
U361,349.53,3,1,CU
U030,496.28,6,0,VN
U461,190.57,5,4,GB
U330,446.05,2,5,TT
U130,161.89,8,2,BZ
U391,408.32,7,4,BD
U293,122.17,9,5,HT
U415,425.58,10,3,UA
U330,272.78,3,2,DK
U463,275.62,3,1,BB
U034,262.38,1,4,DM
U019,229.19,7,2,BF
U323,362.39,9,0,ID
U316,229.73,3,4,HN
U479,394.35,10,2,QA
U126,171.5,10,0,CM
U235,162.71,5,2,GD
U233,488.65,6,3,GH
U231,145.57,9,4,GT
U417,444.97,1,2,CU
U438,491.13,3,5,KH
U175,211.02,9,2,NL
U175,233.98,5,5,BJ
U378,380.51,6,4,NE
U070,478.02,8,1,IT
U391,300.23,2,5,ZW
U094,273.73,9,2,TO
U310,129.31,7,0,TR
U132,320.06,10,0,ST
U339,104.81,2,0,NR
U059,321.61,10,3,DK
U313,127.11,9,2,DO
U129,490.4,2,1,TO
U047,307.72,7,4,PE
U399,481.43,3,3,SM
U284,281.23,6,5,SM
U211,174.72,5,4,KR
U033,189.43,10,4,MC
U053,410.31,10,3,BI
U013,277.43,4,1,WS
U269,323.17,2,1,GE
U325,474.15,5,2,TN
U243,361.41,6,3,TM
U379,253.94,4,5,BO
U220,242.76,7,5,WS
U495,432.86,6,5,CN
U244,153.35,2,2,SZ
U250,144.09,4,0,NP
U034,147.66,4,1,LI
U043,276.19,9,1,AZ
U384,497.16,7,2,GB
U281,239.11,2,4,MD
U346,246.16,4,1,CL
U425,299.09,7,5,SN
U268,245.67,8,0,ET
U401,482.78,5,5,SO
U076,349.16,7,1,NG
U244,249.39,2,1,HR
U284,324.85,7,3,LC
U151,312.64,2,1,UZ
U164,455.79,7,2,MD
U446,206.77,1,2,KP
U269,137.04,6,2,BH
U366,408.98,5,5,FM
U292,237.47,4,4,AU
U142,369.45,4,2,TZ
U192,333.02,8,2,TD
U175,440.35,1,5,TO
U097,379.46,8,0,PY
U210,335.73,4,1,EG
U204,362.32,7,5,BZ
U172,473.11,8,0,BZ
U309,227.19,2,3,CG
U391,258.86,3,4,RO
U350,160.19,8,2,OM
U191,259.67,5,4,BW
U086,225.46,8,1,TZ
U287,109.98,1,2,LS
U204,253.15,7,2,MX
U335,174.83,10,3,GH
U221,366.2,6,3,KR
U422,125.16,4,3,BN
U198,134.96,2,1,PK
U300,420.14,3,1,SC
U120,480.59,2,4,FI
U438,449.02,8,3,EE
U229,278.69,9,3,CU
U468,480.85,10,5,TZ
U189,130.22,5,3,TO
U024,334.01,1,4,SV
U180,289.85,7,1,GD
U185,308.39,10,4,SG
U483,335.18,8,0,AL
U461,187.15,3,3,ME
U020,434.04,10,2,ID
U102,169.06,7,0,US
U140,421.05,8,3,US
U216,206.85,3,1,TV
U450,447.32,1,4,PK
U437,422.89,5,0,PL
U484,233.69,2,3,GT
U210,358.55,9,3,TH
U445,367.62,7,1,KH
U230,349.76,3,3,EE
U358,297.01,10,3,EG
U219,375.09,4,4,CZ
U219,144.8,2,2,GW
U400,475.17,10,0,MM
U025,266.75,2,4,SV
U441,135.67,7,5,GT
U443,210.89,8,4,FM
U400,250.68,9,0,CH
U109,227.94,8,3,PL
U338,475.4,6,1,NL
U137,421.81,9,3,GE
U075,272.61,7,5,LK
U383,234.15,5,1,PA
U230,160.47,8,1,EE
U371,156.45,5,4,TG
U077,438.74,1,5,MT
U070,416.35,2,0,MV
U125,461.18,10,3,YE
U341,409.51,3,3,IR
U364,115.65,6,2,BR
U257,370.6,6,4,GY
U267,137.91,4,0,RU
U325,495.83,2,1,KE
U126,142.88,8,3,KW
U475,311.21,6,0,VA
U436,143.26,6,2,CG
U447,333.14,1,5,HN
U485,277.09,5,5,KE
U079,346.17,7,2,JO
U261,314.1,2,2,MK
U308,117.42,7,2,KH
U258,436.03,2,0,OM
U494,340.44,5,5,MR
U186,486.98,4,5,GR
U495,200.43,9,1,SI
U280,278.97,5,4,YE
U457,416.37,1,0,VC
U311,220.82,4,4,TW
U162,366.41,10,2,BS
U404,466.93,8,3,SB
U277,359.15,3,2,CA
U303,427.5,7,0,LC
U014,452.68,8,5,TW
U418,423.8,6,2,SC
U363,457.7,5,5,NP
U444,306.13,6,4,BS
U216,295.01,8,2,MU
U312,470.38,7,4,KM
U158,199.9,10,2,BB
U379,391.13,1,0,TN
U403,308.48,10,5,SL
U474,107.25,5,2,SK
U428,305.99,2,4,GQ
U117,422.57,5,1,BJ
U392,343.21,3,1,AM
U205,104.77,6,4,CG
U428,441.11,1,1,BF
U186,463.63,10,2,TV
U446,303.15,6,5,AF
U435,318.6,7,3,HR
U256,207.11,4,0,CA
U275,177.04,7,5,MV
U193,213.05,1,1,CN
U249,435.74,4,1,SO
U277,235.97,9,4,BA
U334,113.33,6,1,RU
U074,435.54,6,2,GT
U086,144.92,3,0,HU
U385,388.69,9,0,IN
U159,119.29,9,5,CA
U027,250.66,3,3,HR
U480,479.55,4,2,RU
U310,188.54,2,4,MK
U329,482.88,4,5,PA
U301,307.29,3,3,TH
U170,429.44,10,1,BH
U144,272.85,10,3,CV
U145,420.8,7,4,SB
U058,336.12,8,1,MR
U319,353.91,9,4,BW
U171,484.57,4,5,GY
U022,411.16,5,0,TM
U021,499.86,4,2,PY
U489,138.89,6,4,TO
U406,380.66,9,2,ET
U384,327.36,6,3,EC
U360,267.21,10,0,NR
U059,455.88,10,3,DJ
U463,484.32,2,0,HN
U058,130.03,10,5,SO
U473,465.04,8,2,EC
U362,452.04,8,1,MC
U236,462.29,7,2,BA
U092,485.12,4,5,JM
U223,431.78,9,5,OM
U172,410.31,6,0,FR
U293,157.67,9,3,AT
U244,145.9,7,2,HN
U342,382.26,10,4,LT
U311,389.63,3,1,MT
U311,238.69,3,0,HR
U298,309.47,6,3,IE
U059,176.06,5,1,PE
U302,410.93,4,3,MZ
U308,120.63,8,0,FJ
U056,427.3,7,0,SC
U432,206.99,4,4,NR
U417,303.7,7,5,KG
U089,324,7,2,FM
U481,435.68,3,2,VA
U374,333.92,9,3,ME
U258,376.1,8,1,LS
U128,228.41,2,5,EG
U440,129.94,2,0,CY
U358,168.87,8,2,SD
U367,101.8,2,3,GA
U146,331.49,7,5,TV
U158,100.2,6,4,BH
U188,189.64,4,3,QA
U051,389.6,6,0,JP
U274,203.89,10,1,UZ
U183,273.09,6,3,SB
U116,266.9,6,2,TD
U061,374.74,4,0,HN
U048,298.17,10,4,ML
U117,460.6,5,4,NZ
U426,147.99,6,5,AU
U422,267.83,1,4,KI
U061,241.77,7,4,MK
U157,440.25,10,3,KZ
U086,467.61,9,2,SD
U186,352.69,10,2,GB
U115,184.43,6,4,BJ
U209,214.16,9,2,NR
U230,329.88,3,1,SN
U485,238.15,10,3,TZ
U461,122.94,5,4,KI
U174,194.05,9,4,LC
U247,300.52,7,5,AD
U271,370.16,4,3,LU
U439,258.44,1,4,EC
U155,359.7,10,4,LS
U282,259.17,10,0,AD
U468,240.68,8,3,FR
U289,311.35,3,5,MZ
U457,157.67,9,3,YE
U312,389.64,6,4,KH
U409,472.83,6,5,PW
U015,451,5,0,UA
U180,176.01,2,4,PT
U499,455.08,8,3,CA
U150,407.55,10,2,VA
U234,438.81,4,0,AU
U121,109.19,10,0,CG
U222,498.47,5,4,ZM
U088,497.29,4,4,IT
U253,457.34,2,4,EE
U340,491.59,5,4,LY
U439,321.03,10,3,KE
U448,295.68,2,2,BB
U472,201.87,5,5,BS
U345,466.74,3,2,PH
U422,265.29,2,5,LC
U346,457.04,6,3,AG
U438,367.8,5,1,TH
U356,327.4,5,1,ID
U080,425.9,1,0,MH
U274,472.97,10,3,IE
U137,245.22,7,5,TZ
U429,200.52,8,3,EE
U492,317.64,7,4,BG
U388,147.43,3,2,SO
U235,398.35,5,2,PK
U299,375.13,3,2,NI
U224,442.1,9,3,SB
U313,180.03,6,2,UA
U254,198.16,8,3,FI
U034,453.8,5,5,GY
U249,114.45,1,3,CL
U379,187.7,5,0,NR
U082,208.52,1,3,SA
U254,426.23,6,0,KN
U122,211.7,3,4,TM
U172,156.3,8,5,ES
U232,355.63,8,2,GR
U473,305.98,1,5,BR
U264,241.15,4,2,VA
U194,318.29,6,4,PY
U359,303.98,5,5,TN
U008,335.8,8,4,FJ
U295,106.07,7,5,SV
U059,344.77,7,1,SK
U204,249.16,4,2,GN
U220,345.29,1,4,SZ
U113,171.11,8,2,BE
U467,365.72,8,3,GQ
U400,339.16,10,2,IN
U066,424.09,10,5,LC
U088,480.75,8,1,SI
U116,274.24,6,1,AR
U136,165.29,2,3,BS
U306,196,1,5,EG
U294,315.55,10,2,KW
U116,133.16,1,2,KN
U370,169.61,7,0,BR
U362,236.18,6,0,AF
U033,462.31,2,5,IE
U349,149.11,10,2,BW
U428,182.34,5,3,IE
U433,395.81,1,2,KH
U475,381.49,8,1,BH
U364,499.78,3,3,EG
U208,486.1,4,3,LK
U028,353.91,5,0,PK
U388,288.12,7,0,GY
U179,324.41,2,5,PT
U375,399.36,6,2,BE
U132,480.39,1,3,BS
U032,164.4,5,1,BS
U227,484.76,2,3,TH
U339,471.33,2,3,AO
U332,440.08,8,4,GE
U120,153.68,1,4,VN
U261,305.57,9,4,MW
U296,135.17,3,0,SV
U202,281.74,10,4,JM
U077,132.27,3,0,SM
U130,489.26,3,2,ZM
U048,268.2,1,1,VN
U228,325.61,10,3,PE
U454,245.14,3,4,ER
U437,465.67,6,1,SY
U179,153.41,2,0,AT
U248,254.63,4,0,DO
U214,403.36,10,4,CI
U464,214.51,1,2,CN
U300,281.93,1,2,PW
U189,410.78,3,3,MK
U002,366.78,10,1,IT
U137,211.03,6,0,NP
U206,497.59,1,3,GR
U430,435.58,2,5,NI
U443,212.75,2,2,BJ
U191,198.68,5,5,KE
U081,129.29,8,3,LR
U120,397.19,5,0,BB
U482,174.51,8,3,CL
U048,195.33,3,5,TL
U398,380.09,10,3,PK
U448,430.79,10,5,AL
U276,272.47,1,2,ET
U476,365.19,6,4,KE
U289,270.78,6,1,LV
U397,287.46,6,1,KP
U358,329.25,3,1,MM
U059,119.97,4,3,SE
U207,269.82,8,2,SK
U157,355.89,9,2,LA
U234,483.88,4,5,JM
U132,202.8,10,4,SZ
U376,292.83,1,1,SD
U333,353.9,5,4,TW
U163,400.46,10,4,BA
U017,384.97,8,1,JO
U157,139.04,6,5,LV
U228,364.75,8,1,SO
U302,124.61,5,1,HT
U391,100.61,6,5,MN
U470,192.18,7,0,MG
U336,200.13,9,2,HR
U363,396.67,5,4,SK
U313,438.47,5,1,TH
U263,169.37,3,5,TW
U101,107.14,7,1,LS
U135,133.97,4,2,KH
U137,318.5,4,2,TO
U332,287.51,4,4,ER
U489,290.27,4,2,GT
U176,348.35,9,4,SL
U027,238.32,9,5,KM
U118,188.68,5,1,MM
U166,446.59,7,4,US
U481,398.79,6,5,BI
U453,213,2,1,MW
U263,153.3,10,5,LR
U228,184.7,1,0,OM
U335,190.39,4,3,ST
U229,346.39,5,3,NI
U027,153.57,9,3,YE
U112,151.26,4,2,BZ
U379,454.03,1,1,KI
U168,297.02,9,2,MM
U140,280.4,3,3,JM
U124,172.58,5,4,JO
U179,282.48,2,3,GB
U243,244.84,4,5,ES
U102,369.78,1,0,BB
U014,119.16,2,0,MT
U165,498.05,7,4,NL
U129,363.35,1,0,ZM
U064,308.47,7,0,RS
U488,450.91,5,1,BS
U259,174.68,5,4,QA
U137,139.92,10,0,DJ
U036,470.23,1,0,YE
U083,310.53,4,0,BI
U036,272.79,6,0,IR
U299,113.94,10,1,CM
U017,384.39,4,1,SK
U308,175.84,5,5,SI
U115,192.12,2,3,KN
U234,430.84,8,3,WS
U299,384.6,8,3,BR
U353,313.69,4,0,SI
U357,316.81,4,3,PA
U078,302.2,5,4,NL
U258,219.09,4,0,NA
U342,424.53,1,4,JP
U070,106.33,8,5,DK
U156,399.23,2,4,GT
U477,366.86,9,3,BE
U340,284.85,3,2,KW
U004,460.09,2,2,PT
U413,350.34,9,5,MT
U296,453.77,3,4,TG
U084,408.74,2,5,MX
U061,198.63,7,4,KE
U262,365.35,1,0,NI
U319,416.64,7,3,CM
U035,224.43,4,1,BJ
U172,401.13,10,3,IQ
U006,122.39,3,5,SR
U308,253.33,4,3,TW
U028,380.63,2,3,IS
U122,388.91,9,2,NP
U217,197.78,7,0,MU
U208,335.9,8,1,CD
U352,310.49,9,5,OM
U022,196.54,2,4,AU
U359,358.09,2,2,MW
U099,121.83,1,1,GR
U073,496.31,9,2,SK
U054,473.48,1,0,UY
U294,224.19,3,0,MR
U127,132.49,4,1,TL
U182,267.87,9,1,SO
U153,366.07,9,4,NL
U373,358.16,4,0,GN
U221,336.82,7,2,CM
U014,215.92,10,1,FJ
U352,398.45,8,2,LC
U169,278.04,1,1,CN
U128,280.9,3,3,CO
U303,365.8,6,2,LA
U429,127.3,8,4,PH
U009,497.47,10,1,KM
U095,327.8,6,3,GN
U154,414.96,4,0,VA
U372,186.1,6,4,MC
U291,265.71,7,3,IR
U321,467.8,5,3,SG
U092,449.24,5,5,NP
U171,447.89,2,3,PE
U295,230.23,2,0,IE
U228,387.46,10,3,DO
U407,412.11,4,1,MW
U353,231.21,6,2,CN
U119,414.07,5,1,DK
U289,154.03,8,4,LR
U043,488.94,3,1,PE
U228,145.91,9,1,MV
U071,324.11,7,4,TM
U374,399.33,4,0,MN
U230,169.17,10,0,ZA
U395,481.14,10,5,MX
U201,232.88,7,0,AR
U065,352.15,3,3,ID
U297,134.95,5,5,MT
U005,212.31,1,0,NG
U454,185.51,3,0,TJ
U184,294.97,4,3,TM
U281,269.01,9,3,GN
U240,260.41,5,2,IE
U162,178.68,10,2,KW
U445,466.11,3,3,DJ
U125,333.37,1,0,TO
U229,453.34,4,4,LR
U366,241.23,2,1,AD
U020,406.32,8,2,IR
U038,325.09,6,4,NI
U299,348.91,10,3,BB
U094,297.39,2,2,SZ
U059,285.91,5,4,MR
U181,134.36,6,0,RU
U271,291.48,1,3,GB
U317,350.82,10,5,PL
U111,161.48,1,2,AE
U153,446.05,10,0,EG
U475,154.06,1,3,LC
U065,117.6,4,4,PG
U287,387.24,10,1,PY
U162,149.33,6,0,KH
U362,415.6,8,1,CA
U026,138.97,3,1,NR
U180,202.21,9,1,ES
U265,301.84,7,0,DM
U187,263.12,10,2,IQ
U052,266.49,4,5,AM
U302,123.08,10,1,GN
U407,172.88,6,2,AG
U187,134.32,4,4,ES
U132,295.38,10,3,CG
U203,334.47,2,3,GD
U113,143.07,1,1,BF
U003,446.82,7,0,CY
U042,406.89,8,3,GW
U401,404.46,4,2,LK
U124,326.02,4,0,SA
U071,259.02,4,5,UZ
U374,139.26,9,0,US
U085,378.91,3,5,NO
U479,368.28,8,1,GR
U495,421.83,7,3,CU
U141,365.52,6,2,GY
U046,103.17,4,0,DZ
U437,385.27,5,2,CG
U451,352.47,9,0,OM
U304,241.22,1,3,MG
U473,377.85,3,2,SO
U336,460.08,5,4,ZA
U427,209.16,10,5,LR
U125,363.58,7,5,MM
U168,293.51,7,3,AM
U240,369.35,9,5,AZ
U381,356.44,10,3,SY
U364,450.63,10,4,LK
U482,388.28,3,5,MR
U138,335.65,4,4,DO
U481,257.63,9,4,SZ
U186,239.83,6,1,TV
U266,363.69,9,1,BE
U203,347.66,6,4,US
U277,426.44,6,5,BH
U007,179.35,3,3,ZW
U019,117.95,1,5,ER
U289,497.64,2,1,FM
U479,145.99,1,5,CF
U408,149.72,2,1,MC
U304,285.9,6,3,TL
U180,397.18,5,4,GW
U165,125.58,5,3,DO
U261,361.01,5,0,SN
U254,445.86,9,1,LC
U451,202.41,5,4,DE
U294,403.55,8,2,BJ
U107,194.01,10,5,TO
U170,192.81,3,4,KW
U144,272.81,1,3,MD
U291,249.26,8,1,ID
U091,279,5,2,SY
U127,293.62,1,2,TG
U439,277.71,6,2,NL
U228,200.28,2,5,ET
U005,388.87,9,5,BD
U035,428.31,8,0,NG
U133,255.2,1,0,WS
U030,433.19,4,1,AL
U420,233.92,3,0,OM
U077,441.68,3,5,SG
U273,229.07,2,4,CV
U453,182.73,8,5,VU
U134,127.84,8,4,NZ
U393,219.82,6,0,UG
U373,358.82,10,2,MR
U293,275.04,10,5,MD
U097,136.86,1,4,MW
U282,100.4,3,5,IL
U038,464.98,6,4,SZ
U024,130,5,2,MH
U363,458.18,10,1,SG
U092,351.1,9,2,LC
U458,446.98,4,1,LK
U133,111.94,10,2,CU
U313,415.4,2,4,CU
U143,134.14,1,2,BW
U367,364.14,4,1,TZ
U182,330.57,3,0,NR
U290,114.09,1,0,AM
U169,436.95,5,4,CY
U204,498.58,2,3,TW
U431,257.21,1,2,CR
U340,383.19,4,2,KP
U363,264.92,8,4,BF
U176,405.18,3,5,SG
U171,433.01,9,3,PY
U419,209.18,2,0,BR
U326,160.62,1,2,SD
U300,437.87,3,4,SV
U450,466.65,10,2,SL
U343,136.04,8,2,GN
U429,147.88,3,2,ER
U324,474.29,10,5,TT
U098,215.93,6,5,BT
U458,192.11,8,4,MC
U498,256.02,6,4,MW
U064,300.18,6,0,FM
U064,423.87,2,2,SN
U234,413.05,3,2,TV
U410,394.14,7,1,IL
U167,187.21,4,0,IQ
U496,239.31,8,0,FR
U103,178.89,1,1,AT
U430,472.09,1,0,TZ
U158,439.03,8,5,HN
U020,329.13,10,1,NO
U043,386.05,7,4,MK
U373,453.43,4,4,SC
U214,230.37,4,5,ID
U245,278.2,1,3,KP
U287,394.37,3,0,PG
U240,251.9,3,5,IS
U226,182.75,6,3,BW
U015,391.72,2,0,EC
U390,289.82,8,1,BF
U360,324.09,7,5,CV
U059,137.45,7,5,SK
U419,122.15,7,3,HR
U134,299.69,9,0,KH
U067,309.04,10,2,NP
U101,189.6,10,1,SL
U498,338.15,3,0,KM
U145,424.68,2,1,ME
U298,436.45,3,0,TR
U364,207.21,8,0,TW
U362,390.41,5,0,TO
U473,399.67,7,2,MT
U004,486.05,3,3,BY
U289,128.79,2,4,RO
U050,371.95,4,3,MC
U387,135.27,4,4,WS
U118,343.76,5,3,HT
U240,355.6,6,2,IE
U336,343,10,1,MD
U248,362.5,6,0,IN
U396,368.07,9,0,SV
U076,194.61,3,0,CF
U281,408.37,10,4,ZW
U303,257.94,6,2,CU
U068,444.25,7,4,BZ
U473,466.61,6,3,MN
U308,233.5,7,2,LT
U271,379.21,3,2,MM
U141,202.27,2,1,MC
U006,332.04,10,2,VE
U158,404.82,3,5,PT
U075,333.23,10,2,LA
U404,125.45,6,5,ML
U066,342.06,10,3,MW
U230,234.76,1,5,UA
U190,455.47,10,4,GW
U126,260.36,10,3,KW
U112,499.53,5,1,SC
U292,124.67,5,1,GM
U265,257.55,2,1,OM
U304,256.03,5,4,LA
U391,384.4,8,0,GE
U009,147.25,6,5,LK
U247,496.24,4,5,BI
U087,243.48,8,2,TH
U150,130.89,7,2,GT
U333,203.59,4,2,DJ
U391,278.13,8,0,AO
U436,284.93,9,3,AT
U018,396.39,3,0,IR
U262,484.04,6,0,WS
U153,384.92,7,2,DM
U004,359.19,5,3,KW
U182,448.44,9,3,CM
U105,435.71,6,1,LT
U480,300.57,9,4,ID
U147,136.16,7,5,TJ
U076,396.36,5,1,ZA
U061,245.58,8,4,IT
U347,445.42,7,1,KH
U010,401.5,7,5,CR
U118,449.46,10,5,UY
U092,375.13,6,3,EE
U159,290.57,6,4,TH
U066,352.72,8,0,TH
